time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452500000	4.40502	18.7002	4.9056	3.81911	0.455768	lidar	1.14789	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.22695	18.5567	4.85667	3.83735	0.447593	radar	1.3683	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.09772	18.4042	4.78303	3.87037	0.458495	lidar	1.89444	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.9075	18.2346	4.87014	3.89995	0.473677	radar	7.34259	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65658	18.0907	4.94545	3.89889	0.449626	lidar	2.74489	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49805	17.9387	4.87399	3.91661	0.440758	radar	3.38413	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.27275	17.7704	4.93454	3.92453	0.426726	lidar	1.33131	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08984	17.5885	4.98566	3.94912	0.434591	radar	2.37236	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.91348	17.4696	4.94227	3.9531	0.418806	lidar	6.31633	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.7616	17.2574	4.9974	3.99196	0.442307	radar	3.12902	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.58618	17.072	5.00843	4.00969	0.438068	lidar	0.0742003	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42816	16.9037	4.93574	4.0208	0.421819	radar	2.04769	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.26416	16.7313	4.92832	4.03489	0.41543	lidar	0.559331	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.09545	16.5342	4.91656	4.04856	0.4043	radar	5.04303	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93666	16.3051	4.95785	4.07403	0.408573	lidar	2.19319	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.78747	16.1273	4.90584	4.08487	0.395676	radar	1.17765	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.58695	15.9563	4.93833	4.081	0.373159	lidar	2.13228	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.45287	15.7284	4.99522	4.11275	0.390233	radar	1.76532	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.27999	15.51	5.03994	4.12438	0.382252	lidar	0.891255	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.12949	15.3163	5.01915	4.1344	0.371868	radar	1.12287	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.920694	15.0959	5.09935	4.13216	0.351311	lidar	2.77376	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.784507	14.9144	5.02248	4.13932	0.336797	radar	2.82705	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.674425	14.7013	5.00085	4.16397	0.344369	lidar	0.243888	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.55743	14.4626	5.04713	4.19257	0.358524	radar	1.4862	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.384242	14.2395	5.0959	4.19527	0.343668	lidar	1.11498	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.255969	13.9897	5.18569	4.22153	0.358328	radar	2.93062	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.227316	13.745	5.12168	4.27163	0.389318	lidar	3.52937	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.119296	13.5027	5.16832	4.29513	0.396355	radar	1.0674	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0414961	13.2708	5.21053	4.29483	0.376765	lidar	1.3842	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.155246	13.0518	5.1609	4.30422	0.364474	radar	1.10233	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.171649	12.8288	5.07919	4.34833	0.390211	lidar	3.44392	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.284132	12.6024	5.03588	4.35464	0.373395	radar	3.38872	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.399833	12.3662	5.05696	4.36307	0.36332	lidar	0.362723	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.513854	12.1568	5.01362	4.36487	0.345184	radar	3.90777	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.593594	11.9378	4.99072	4.38109	0.344528	lidar	0.535574	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.709381	11.7092	4.98463	4.38289	0.327656	radar	3.0108	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.893766	11.4627	5.06505	4.36301	0.291793	lidar	4.96131	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-0.985116	11.2384	4.99384	4.36865	0.277441	radar	3.34342	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.15629	11.0083	5.0439	4.35019	0.245905	lidar	3.48001	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.24012	10.7649	5.07876	4.36754	0.253855	radar	0.847802	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.37138	10.5094	5.12895	4.36529	0.239053	lidar	1.38262	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.46105	10.249	5.17644	4.3801	0.243953	radar	1.16465	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.56227	10.0378	5.14645	4.38211	0.234585	lidar	2.2566	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.64666	9.80997	5.10673	4.38915	0.227837	radar	0.676261	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.72687	9.58908	5.08024	4.39816	0.225843	lidar	0.808687	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.83529	9.3386	5.13084	4.40107	0.219781	radar	2.76199	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.92338	9.04574	5.19862	4.41296	0.219958	lidar	3.98233	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.00472	8.82453	5.13444	4.41559	0.208216	radar	2.06639	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.10411	8.57168	5.15975	4.41752	0.199889	lidar	0.368745	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.22732	8.31913	5.18857	4.40917	0.180745	radar	3.42881	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.28112	8.08524	5.15648	4.42503	0.187557	lidar	0.483873	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.34351	7.87405	5.08797	4.43277	0.184352	radar	5.48087	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.45761	7.62168	5.12667	4.42658	0.169328	lidar	1.16066	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.60854	7.38927	5.10548	4.39825	0.125871	radar	7.1545	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.71464	7.13136	5.14334	4.39584	0.117261	lidar	0.664829	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.78174	6.89859	5.12868	4.40651	0.123615	radar	1.2857	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.82827	6.68999	5.06082	4.4203	0.131314	lidar	2.11083	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.8909	6.4699	4.97932	4.42119	0.118088	radar	4.18888	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.94896	6.23256	4.96889	4.43148	0.122286	lidar	0.123998	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.0667	5.98612	5.01239	4.4205	0.105607	radar	3.98677	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.1516	5.71075	5.06965	4.42381	0.103311	lidar	1.76407	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.25917	5.46466	5.06113	4.4088	0.0754042	radar	3.04792	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.35601	5.20182	5.10627	4.4067	0.0696205	lidar	0.82462	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.42933	4.95646	5.11034	4.41232	0.0726517	radar	0.0254941	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.5438	4.67701	5.18978	4.40528	0.0624125	lidar	2.58276	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.6546	4.42362	5.19315	4.38883	0.0339523	radar	2.99284	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.7859	4.15093	5.26975	4.37643	0.0209182	lidar	3.15822	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.8723	3.91007	5.26328	4.37909	0.0249232	radar	0.970108	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.94421	3.6777	5.22778	4.3834	0.027592	lidar	0.51727	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.0474	3.47022	5.16795	4.36776	0.0032129	radar	4.72597	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.13733	3.22571	5.1723	4.36724	0.00262551	lidar	0.012166	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.25606	2.96855	5.21031	4.35238	-0.0186474	radar	1.37076	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.34503	2.69522	5.25427	4.35538	-0.0147107	lidar	1.14524	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.43515	2.44505	5.25952	4.35582	-0.0133562	radar	0.0644065	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.53936	2.18071	5.29872	4.35366	-0.0140862	lidar	0.697628	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.65015	1.9441	5.2949	4.33462	-0.0452792	radar	4.76236	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.7644	1.67126	5.35233	4.33125	-0.0450965	lidar	1.55145	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.88978	1.41788	5.38673	4.31573	-0.0649354	radar	1.09643	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.94788	1.18561	5.32341	4.32268	-0.057421	lidar	4.5862	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.04493	0.967601	5.27332	4.31715	-0.0607476	radar	1.14973	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.10533	0.737136	5.22044	4.32306	-0.0542092	lidar	3.64448	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.20088	0.442308	5.31465	4.32583	-0.0518611	radar	5.03953	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.27575	0.203517	5.28407	4.32875	-0.0477508	lidar	1.35474	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.37744	-0.0934459	5.35779	4.34018	-0.025375	radar	446.529	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.4512	-0.321738	5.30711	4.34141	-0.0246711	lidar	1.80729	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.5695	-0.503481	5.22227	4.32079	-0.0480294	radar	5.61454	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.70542	-0.683905	5.14931	4.29761	-0.0701444	lidar	4.37543	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.81804	-0.914023	5.18223	4.2821	-0.0921622	radar	6.02479	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.91587	-1.17258	5.21177	4.2849	-0.0840513	lidar	0.590316	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.00614	-1.43549	5.24509	4.28985	-0.0753117	radar	2.06075	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.14411	-1.63937	5.21016	4.27085	-0.0913366	lidar	1.85928	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.28352	-1.8829	5.29694	4.25003	-0.118407	radar	4.80693	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.39153	-2.12463	5.29818	4.24813	-0.114393	lidar	0.151618	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.54089	-2.33073	5.27002	4.22784	-0.129483	radar	3.78766	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.68965	-2.53664	5.24635	4.20856	-0.142996	lidar	1.06486	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.84305	-2.75375	5.25874	4.18965	-0.15696	radar	1.67969	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.94101	-3.01076	5.28002	4.19792	-0.140127	lidar	1.57324	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.07062	-3.23339	5.25774	4.19117	-0.138469	radar	0.206924	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.19595	-3.42479	5.20492	4.17783	-0.146408	lidar	1.67026	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.34297	-3.67154	5.24598	4.17186	-0.144131	radar	4.3024	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.49806	-3.81294	5.14815	4.14011	-0.171465	lidar	5.79473	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.64128	-4.0245	5.16054	4.1283	-0.176454	radar	0.598738	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.79885	-4.24679	5.17978	4.11721	-0.178298	lidar	0.482175	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.94979	-4.46557	5.18921	4.10812	-0.178235	radar	0.359423	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.11516	-4.69734	5.22428	4.0989	-0.177784	lidar	1.15581	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.25717	-4.89686	5.14871	4.09326	-0.170528	radar	2.40776	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.39409	-5.10951	5.14422	4.08938	-0.165911	lidar	0.186835	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54057	-5.27631	5.05054	4.07494	-0.170021	radar	4.00435	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73095	-5.47486	5.07397	4.05442	-0.181766	lidar	1.89757	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.8906	-5.67104	5.06103	4.04398	-0.182427	radar	0.339884	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.0492	-5.85517	5.04605	4.03116	-0.186405	lidar	0.164022	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.18862	-6.01084	4.94713	4.01955	-0.187399	radar	6.15458	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.36166	-6.11966	4.86735	3.98564	-0.213307	lidar	5.0477	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.53636	-6.30356	4.8807	3.9723	-0.215842	radar	0.96824	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.6828	-6.50422	4.88907	3.97241	-0.204787	lidar	0.383296	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.89845	-6.67284	4.95553	3.94388	-0.224447	radar	7.29742	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1016	-6.83717	4.9668	3.92091	-0.236046	lidar	0.839169	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2841	-7.00257	4.98339	3.90501	-0.240944	radar	1.1025	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5145	-7.18197	5.03435	3.88174	-0.251463	lidar	3.83291	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7154	-7.33051	5.03921	3.85951	-0.261577	radar	2.09905	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9621	-7.49186	5.08654	3.83063	-0.276712	lidar	3.9067	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1479	-7.63587	5.04114	3.81533	-0.278131	radar	1.27711	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3046	-7.78168	4.99307	3.80922	-0.270996	lidar	2.89548	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.4967	-7.91327	4.95881	3.79062	-0.276167	radar	1.895	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6786	-8.01628	4.90236	3.7675	-0.286088	lidar	3.21332	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8681	-8.13452	4.82202	3.74844	-0.290697	radar	1.88207	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0835	-8.22574	4.80094	3.71624	-0.308381	lidar	1.11961	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3073	-8.35877	4.88691	3.69756	-0.311392	radar	2.83103	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.513	-8.43822	4.84603	3.66766	-0.325951	lidar	2.1618	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7131	-8.53278	4.77201	3.6449	-0.332926	radar	1.88571	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-12.9927	-8.6216	4.83024	3.60459	-0.355457	lidar	4.88345	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2376	-8.72874	4.89083	3.58189	-0.359487	radar	2.9587	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4622	-8.77387	4.85519	3.54447	-0.378931	lidar	2.5071	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6695	-8.82885	4.75475	3.51396	-0.392156	radar	4.21834	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9058	-8.92576	4.77926	3.49584	-0.390414	lidar	0.654571	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1562	-9.01903	4.87528	3.47842	-0.38615	radar	2.87333	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3885	-9.11702	4.88787	3.46571	-0.379582	lidar	0.352359	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6154	-9.19141	4.86416	3.44641	-0.380559	radar	0.257757	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9014	-9.19334	4.89817	3.3938	-0.412805	lidar	2.97682	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1585	-9.26855	4.93224	3.37606	-0.40955	radar	4.42201	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.432	-9.36816	4.99291	3.3666	-0.398235	lidar	4.99306	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6714	-9.40452	4.93128	3.33785	-0.409527	radar	2.20206	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9351	-9.47727	4.9687	3.32427	-0.402487	lidar	1.95614	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.183	-9.49423	4.93656	3.29221	-0.415773	radar	2.48248	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4363	-9.48753	4.93773	3.25518	-0.431421	lidar	0.827589	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.651	-9.49385	4.86735	3.22804	-0.439	radar	5.26411	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9372	-9.47721	4.91952	3.18849	-0.455431	lidar	1.88801	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1912	-9.52973	4.95939	3.18339	-0.436406	radar	7.48204	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4551	-9.54095	4.982	3.16147	-0.436301	lidar	0.479238	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7109	-9.5346	4.96859	3.13364	-0.443996	radar	1.75789	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9675	-9.50054	4.97898	3.09994	-0.454916	lidar	0.371072	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2088	-9.46978	4.94216	3.06806	-0.466503	radar	0.859928	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4154	-9.50179	4.88581	3.06665	-0.446038	lidar	1.87962	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.652	-9.4871	4.89629	3.04937	-0.439192	radar	1.67071	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9024	-9.47306	4.90505	3.03132	-0.435398	lidar	0.237853	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1327	-9.43487	4.90372	3.0087	-0.43455	radar	3.97946	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3778	-9.32246	4.91991	2.95817	-0.46185	lidar	3.2659	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6092	-9.25363	4.88482	2.92371	-0.476173	radar	1.28164	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8626	-9.13351	4.92219	2.87593	-0.498674	lidar	1.77175	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.0983	-9.03749	4.92757	2.84015	-0.509217	radar	5.18603	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2753	-9.14087	4.78924	2.87978	-0.448719	lidar	13.7434	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5149	-9.09504	4.80717	2.86627	-0.438489	radar	1.57039	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7363	-9.00065	4.8051	2.83441	-0.447888	lidar	0.716648	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9785	-8.92045	4.81995	2.80962	-0.451094	radar	2.45493	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1749	-8.85023	4.77382	2.7897	-0.448852	lidar	1.28233	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4081	-8.76348	4.77782	2.7652	-0.45257	radar	1.91424	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.601	-8.73203	4.71029	2.76216	-0.434487	lidar	1.78611	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7916	-8.60074	4.64727	2.71505	-0.46685	radar	6.61869	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9956	-8.52157	4.62818	2.69823	-0.460823	lidar	0.166957	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2048	-8.41304	4.64991	2.6759	-0.457127	radar	1.93289	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4367	-8.31266	4.67932	2.65757	-0.452785	lidar	1.21253	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6275	-8.19923	4.64867	2.63004	-0.460071	radar	0.954302	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8672	-7.96702	4.7771	2.57038	-0.493622	lidar	6.2096	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0569	-7.82537	4.73548	2.53184	-0.515823	radar	4.0825	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2883	-7.64752	4.8149	2.49729	-0.523488	lidar	2.36652	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4865	-7.50398	4.84035	2.47867	-0.511104	radar	1.35523	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6542	-7.35856	4.80983	2.45211	-0.512231	lidar	0.678044	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8441	-7.19825	4.82691	2.42729	-0.509958	radar	0.84985	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0053	-7.10022	4.74789	2.41855	-0.495186	lidar	1.86217	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1731	-6.92133	4.74607	2.38302	-0.508394	radar	2.12823	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
