time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461500000	-24.3374	-6.67179	4.82123	2.33092	-0.532229	lidar	3.67769	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5042	-6.49744	4.80717	2.30008	-0.541896	radar	3.63747	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6041	-6.35619	4.70267	2.27372	-0.542019	lidar	5.30938	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7439	-6.16875	4.69556	2.24165	-0.547973	radar	0.401581	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9277	-5.96107	4.76184	2.21657	-0.545346	lidar	2.62979	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0577	-5.75749	4.76469	2.18409	-0.549877	radar	1.93078	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1909	-5.58278	4.73814	2.16206	-0.545161	lidar	0.224725	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3417	-5.39524	4.7567	2.14796	-0.527298	radar	1.14145	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4856	-5.16851	4.80382	2.11926	-0.529024	lidar	0.660318	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6149	-4.98937	4.78992	2.10862	-0.506658	radar	6.45158	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7273	-4.81378	4.74346	2.08866	-0.502176	lidar	0.507472	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8481	-4.60764	4.75289	2.06866	-0.49397	radar	0.339909	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9593	-4.36312	4.79794	2.03663	-0.500246	lidar	0.564278	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0713	-4.14391	4.79162	2.00193	-0.520892	radar	10.8015	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1635	-3.86034	4.87438	1.96158	-0.533192	lidar	2.11122	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2398	-3.62541	4.86372	1.91892	-0.55962	radar	3.73158	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2716	-3.35933	4.88101	1.87121	-0.577094	lidar	4.66639	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3219	-3.11559	4.87792	1.82887	-0.596696	radar	0.913764	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3491	-2.88014	4.85721	1.79032	-0.604638	lidar	1.60523	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4049	-2.65211	4.84703	1.76372	-0.601163	radar	1.2557	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4807	-2.49649	4.7434	1.75459	-0.583748	lidar	5.43808	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5336	-2.26077	4.75382	1.73248	-0.573358	radar	0.802558	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5833	-2.06338	4.70451	1.71262	-0.566097	lidar	1.10526	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6126	-1.82727	4.70942	1.68848	-0.556945	radar	1.953	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6112	-1.57787	4.72269	1.65124	-0.565138	lidar	1.21201	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6098	-1.3474	4.70962	1.61269	-0.580707	radar	1.79028	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6137	-1.12	4.69679	1.58346	-0.581019	lidar	0.0411858	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.641	-0.895168	4.68847	1.56497	-0.570507	radar	5.03534	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6514	-0.644086	4.71784	1.54033	-0.56673	lidar	0.512092	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6399	-0.40157	4.7316	1.50561	-0.578999	radar	2.30764	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5956	-0.107833	4.81775	1.46643	-0.587095	lidar	2.7227	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5758	0.131535	4.82148	1.43725	-0.590044	radar	2.75163	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.552	0.422759	4.9045	1.41089	-0.586284	lidar	1.64446	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5371	0.659725	4.89244	1.39614	-0.56688	radar	1.71833	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5272	0.940546	4.95521	1.3797	-0.555639	lidar	2.99816	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4875	1.19674	4.96502	1.36587	-0.530732	radar	7.53135	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4284	1.43482	4.95894	1.33753	-0.532386	lidar	0.0561174	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3895	1.65202	4.91327	1.32289	-0.515091	radar	8.70558	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3319	1.86442	4.87411	1.29786	-0.514874	lidar	0.345225	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2656	2.09544	4.86969	1.27261	-0.514657	radar	0.16395	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2012	2.2902	4.81093	1.24788	-0.514376	lidar	0.795177	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1383	2.5156	4.7932	1.23402	-0.495542	radar	1.2573	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.057	2.75766	4.81881	1.21069	-0.494019	lidar	0.147817	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9655	2.98195	4.83131	1.17815	-0.509066	radar	2.43407	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8627	3.25969	4.91796	1.15535	-0.505886	lidar	1.58583	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7803	3.48854	4.91742	1.13717	-0.498877	radar	2.23273	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.674	3.69106	4.88898	1.1101	-0.501034	lidar	0.18959	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5586	3.89913	4.87783	1.08224	-0.504307	radar	1.07191	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4905	4.07997	4.80685	1.06753	-0.495813	lidar	3.94288	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3684	4.28224	4.79916	1.04063	-0.497956	radar	0.568783	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2095	4.50121	4.83699	1.00737	-0.504916	lidar	1.91321	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0592	4.69649	4.82268	0.981022	-0.499216	radar	8.92333	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9404	4.89075	4.80611	0.960444	-0.495537	lidar	0.487078	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7853	5.08172	4.80666	0.931769	-0.497677	radar	2.2591	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6173	5.29567	4.85275	0.904551	-0.499165	lidar	0.885785	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4472	5.47696	4.87112	0.867853	-0.516287	radar	0.909323	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2618	5.65125	4.87664	0.833337	-0.523939	lidar	1.19912	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0963	5.81558	4.87095	0.800734	-0.534696	radar	3.32597	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.924	5.97689	4.85679	0.771557	-0.537081	lidar	0.068818	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7776	6.15631	4.80265	0.766853	-0.502633	radar	4.56517	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6102	6.31213	4.78561	0.741687	-0.502935	lidar	0.100595	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4608	6.48115	4.75049	0.731424	-0.482922	radar	2.02796	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2348	6.70164	4.87005	0.711103	-0.477611	lidar	4.31987	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.041	6.84206	4.84387	0.684942	-0.475568	radar	5.59855	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8262	7.01483	4.89326	0.660772	-0.475163	lidar	1.01193	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.616	7.15157	4.90176	0.629182	-0.484045	radar	1.36387	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4301	7.29665	4.8918	0.608833	-0.480755	lidar	0.337905	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2025	7.42879	4.94726	0.57024	-0.503119	radar	2.38635	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0208	7.58916	4.94994	0.558841	-0.490778	lidar	2.19424	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8366	7.75181	4.92136	0.556515	-0.461559	radar	6.07999	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6279	7.89455	4.93529	0.538027	-0.457235	lidar	0.140424	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4385	8.02511	4.89978	0.524801	-0.444732	radar	1.87118	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2129	8.06835	4.83775	0.477843	-0.467774	lidar	4.08047	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0225	8.2116	4.78577	0.479338	-0.432555	radar	7.1087	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8416	8.36102	4.78725	0.475623	-0.41644	lidar	3.52717	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6026	8.47405	4.83937	0.449004	-0.425379	radar	4.05015	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3518	8.61199	4.90794	0.43358	-0.419175	lidar	1.48014	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1558	8.73377	4.84981	0.431649	-0.392089	radar	2.67063	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9543	8.83716	4.8299	0.416207	-0.388607	lidar	0.668055	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7584	8.94766	4.77114	0.412741	-0.365298	radar	2.30784	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5334	9.02423	4.76419	0.388181	-0.371047	lidar	0.303037	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2968	9.12917	4.79883	0.372629	-0.368396	radar	4.44009	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0087	9.22472	4.88601	0.349271	-0.371806	lidar	5.81275	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7946	9.30584	4.86207	0.333178	-0.369056	radar	1.69657	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5374	9.41097	4.91636	0.320693	-0.36302	lidar	0.923768	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.274	9.44862	4.9673	0.279423	-0.392414	radar	5.12536	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9816	9.57984	5.08048	0.275875	-0.376506	lidar	3.76646	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7387	9.66582	5.05484	0.269869	-0.357248	radar	3.16241	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4621	9.77624	5.12655	0.264119	-0.345402	lidar	1.4953	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2163	9.85138	5.12875	0.250838	-0.341364	radar	0.534346	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9427	9.9757	5.20016	0.252804	-0.323311	lidar	1.94192	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6898	10.0419	5.19904	0.238415	-0.320731	radar	0.0784205	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4402	10.1499	5.22329	0.238931	-0.305532	lidar	1.73202	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1849	10.218	5.23282	0.225749	-0.304266	radar	0.562956	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9477	10.2482	5.19355	0.202929	-0.311526	lidar	0.454133	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7016	10.3112	5.17205	0.195096	-0.300907	radar	0.430375	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4783	10.3112	5.10465	0.16579	-0.314474	lidar	1.40508	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1828	10.3401	5.20043	0.137014	-0.334205	radar	7.77855	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9218	10.3971	5.21646	0.128047	-0.326996	lidar	0.336504	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6792	10.4292	5.1422	0.121142	-0.308156	radar	6.46639	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4342	10.4018	5.10253	0.0871011	-0.325606	lidar	1.90615	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1744	10.4266	5.10453	0.0733335	-0.32172	radar	0.575797	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8708	10.5686	5.22295	0.0984442	-0.282458	lidar	8.47147	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6196	10.6231	5.17719	0.102863	-0.255826	radar	2.71959	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3664	10.6256	5.16265	0.0825162	-0.262927	lidar	0.31998	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1052	10.6511	5.16834	0.0716427	-0.260308	radar	0.229652	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8488	10.7416	5.19254	0.0836746	-0.237033	lidar	4.62413	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5873	10.7893	5.18674	0.0847476	-0.220711	radar	1.85677	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3487	10.7612	5.14209	0.0574282	-0.236047	lidar	1.39923	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0952	10.7948	5.11755	0.0573666	-0.21949	radar	1.0591	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.846	10.8572	5.12444	0.0630717	-0.204117	lidar	2.56474	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5721	10.8777	5.14464	0.0561705	-0.199071	radar	2.7281	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3398	10.8939	5.11046	0.0473074	-0.198312	lidar	0.816406	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0728	10.8402	5.18494	0.000436802	-0.25001	radar	8.83949	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7805	10.817	5.22691	-0.0193645	-0.256389	lidar	2.63707	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5248	10.8134	5.21738	-0.0307493	-0.254612	radar	0.174634	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2904	10.8103	5.18109	-0.0415689	-0.253166	lidar	1.02803	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0453	10.8566	5.10548	-0.0224154	-0.209295	radar	6.89256	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78445	10.901	5.12503	-0.0154023	-0.193045	lidar	2.37705	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.55408	10.8831	5.07496	-0.0279561	-0.193719	radar	3.94124	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.29267	10.9078	5.0932	-0.0263656	-0.183246	lidar	0.905905	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.04815	10.8888	5.06118	-0.0363829	-0.180399	radar	2.64925	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.78329	10.9181	5.08641	-0.0318085	-0.167802	lidar	1.30151	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.54372	10.8781	5.05219	-0.0494112	-0.174542	radar	6.20899	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.37235	10.8053	4.92237	-0.0803253	-0.195534	lidar	4.98412	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.12385	10.8146	4.9074	-0.0750124	-0.17598	radar	1.79465	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.79172	10.8547	5.04611	-0.0606911	-0.153948	lidar	5.67704	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.53273	10.8533	5.03108	-0.0565122	-0.135295	radar	2.54355	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25598	10.8404	5.06987	-0.0616367	-0.133597	lidar	0.581935	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.02196	10.8694	5.00454	-0.0428129	-0.0977387	radar	5.07423	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
